ticket_id,customer_id,created_at,closed_at,status,satisfaction_score
TKT002125,U005171,2024-02-18,2024-02-19,closed,2.0
TKT002126,U005173,2023-11-18,2023-11-23,closed,1.0
TKT002127,U005174,2024-02-18,2024-02-19,closed,1.0
TKT002128,U005174,2024-04-20,2024-04-27,closed,3.0
TKT002129,U005174,2022-08-27,2022-09-02,closed,5.0
TKT002130,U005177,2023-03-07,2023-03-08,closed,5.0
TKT002131,U005179,2023-05-25,,open,
TKT002132,U005179,2023-05-26,,open,
TKT002133,U005179,2023-05-21,2023-05-22,closed,2.0
TKT002134,U005187,2024-11-22,2024-11-26,closed,3.0
TKT002135,U005193,2024-04-30,2024-05-05,closed,4.0
TKT002136,U005193,2024-11-27,2024-12-04,closed,3.0
TKT002137,U005193,2024-10-20,2024-10-27,closed,5.0
TKT002138,U005201,2022-10-03,,open,
TKT002139,U005201,2022-10-03,,open,
TKT002140,U005201,2022-10-03,,open,
TKT002141,U005202,2022-05-07,2022-05-14,closed,5.0
TKT002142,U005202,2022-05-01,2022-05-08,closed,1.0
TKT002143,U005202,2022-03-25,2022-03-27,closed,1.0
TKT002144,U005205,2023-03-11,2023-03-14,closed,1.0
TKT002145,U005205,2023-09-10,2023-09-15,closed,5.0
TKT002146,U005205,2023-06-12,2023-06-13,closed,3.0
TKT002147,U005212,2023-10-03,2023-10-07,closed,1.0
TKT002148,U005216,2023-01-30,2023-02-01,closed,2.0
TKT002149,U005216,2023-02-01,,open,
TKT002150,U005217,2022-10-27,2022-11-01,closed,2.0
TKT002151,U005217,2022-10-26,2022-10-28,closed,4.0
TKT002152,U005217,2022-11-01,2022-11-02,closed,3.0
TKT002153,U005219,2022-11-03,2022-11-08,closed,2.0
TKT002154,U005219,2023-05-04,2023-05-06,closed,2.0
TKT002155,U005219,2023-02-11,2023-02-16,closed,4.0
TKT002156,U005229,2024-03-22,2024-03-25,closed,2.0
TKT002157,U005229,2023-02-22,2023-02-27,closed,5.0
TKT002158,U005234,2023-12-19,2023-12-25,closed,1.0
TKT002159,U005234,2023-12-03,2023-12-08,closed,3.0
TKT002160,U005248,2022-11-15,2022-11-17,closed,1.0
TKT002161,U005248,2022-11-14,2022-11-17,closed,2.0
TKT002162,U005248,2022-11-14,,open,
TKT002163,U005259,2023-03-09,2023-03-13,closed,4.0
TKT002164,U005259,2023-04-06,2023-04-11,closed,3.0
TKT002165,U005262,2022-04-05,,open,
TKT002166,U005262,2022-04-05,,open,
TKT002167,U005262,2022-04-07,,open,
TKT002168,U005264,2023-10-24,2023-10-29,closed,2.0
TKT002169,U005264,2023-07-06,2023-07-07,closed,1.0
TKT002170,U005267,2024-03-21,,open,
TKT002171,U005268,2024-01-09,2024-01-15,closed,5.0
TKT002172,U005268,2024-08-13,2024-08-18,closed,2.0
TKT002173,U005273,2023-03-21,,open,
TKT002174,U005285,2022-08-03,,open,
TKT002175,U005287,2023-03-16,,open,
TKT002176,U005287,2023-03-14,2023-03-18,closed,1.0
TKT002177,U005287,2023-03-18,,open,
TKT002178,U005291,2024-11-25,2024-11-28,closed,4.0
TKT002179,U005291,2023-11-08,2023-11-15,closed,3.0
TKT002180,U005295,2023-04-20,,open,
TKT002181,U005295,2023-04-20,,open,
TKT002182,U005298,2022-08-11,,open,
TKT002183,U005298,2022-08-05,2022-08-10,closed,4.0
TKT002184,U005305,2023-09-23,,open,
TKT002185,U005305,2023-09-23,,open,
TKT002186,U005305,2023-09-23,,open,
TKT002187,U005308,2022-09-17,2022-09-20,closed,3.0
TKT002188,U005308,2022-10-25,2022-10-28,closed,5.0
TKT002189,U005308,2022-09-23,2022-09-24,closed,2.0
TKT002190,U005315,2023-12-08,2023-12-10,closed,1.0
TKT002191,U005322,2022-04-14,2022-04-15,closed,5.0
TKT002192,U005322,2022-04-15,2022-04-20,closed,1.0
TKT002193,U005326,2022-12-21,2022-12-25,closed,2.0
TKT002194,U005326,2022-12-27,,open,
TKT002195,U005331,2023-03-01,,open,
TKT002196,U005333,2022-08-02,2022-08-07,closed,4.0
TKT002197,U005333,2022-07-31,2022-08-04,closed,5.0
TKT002198,U005337,2023-10-30,2023-11-02,closed,2.0
TKT002199,U005345,2023-07-26,2023-07-27,closed,1.0
TKT002200,U005345,2023-11-16,2023-11-17,closed,1.0
TKT002201,U005346,2022-10-21,2022-10-26,closed,4.0
TKT002202,U005347,2022-09-15,2022-09-17,closed,4.0
TKT002203,U005347,2022-07-24,2022-07-25,closed,5.0
TKT002204,U005347,2022-07-20,2022-07-24,closed,4.0
TKT002205,U005348,2024-09-13,2024-09-15,closed,5.0
TKT002206,U005349,2023-10-24,,open,
TKT002207,U005349,2023-10-24,,open,
TKT002208,U005350,2022-05-16,,open,
TKT002209,U005350,2022-05-17,,open,
TKT002210,U005351,2022-05-11,,open,
TKT002211,U005351,2022-05-11,,open,
TKT002212,U005352,2023-01-22,,open,
TKT002213,U005355,2022-06-30,2022-07-04,closed,1.0
TKT002214,U005367,2023-03-12,2023-03-15,closed,3.0
TKT002215,U005382,2023-11-29,,open,
TKT002216,U005385,2023-01-25,,open,
TKT002217,U005385,2023-01-20,2023-01-25,closed,5.0
TKT002218,U005385,2023-01-20,2023-01-23,closed,3.0
TKT002219,U005388,2023-01-14,,open,
TKT002220,U005388,2023-01-13,2023-01-14,closed,5.0
TKT002221,U005388,2023-01-10,,open,
TKT002222,U005389,2024-04-12,2024-04-13,closed,3.0
TKT002223,U005389,2022-11-15,2022-11-21,closed,5.0
TKT002224,U005390,2023-10-25,2023-11-01,closed,3.0
TKT002225,U005395,2022-05-03,,open,
TKT002226,U005395,2022-05-03,,open,
TKT002227,U005423,2024-10-01,2024-10-05,closed,4.0
TKT002228,U005430,2023-08-29,2023-08-31,closed,3.0
TKT002229,U005430,2023-05-07,2023-05-09,closed,5.0
TKT002230,U005430,2024-09-14,2024-09-18,closed,2.0
TKT002231,U005449,2022-04-16,,open,
TKT002232,U005449,2022-04-16,,open,
TKT002233,U005450,2023-03-17,2023-03-24,closed,3.0
TKT002234,U005462,2024-02-11,2024-02-12,closed,4.0
TKT002235,U005464,2023-01-31,,open,
TKT002236,U005464,2023-01-31,,open,
TKT002237,U005466,2023-10-29,,open,
TKT002238,U005466,2023-10-30,,open,
TKT002239,U005467,2022-12-11,2022-12-16,closed,4.0
TKT002240,U005471,2023-03-05,2023-03-06,closed,3.0
TKT002241,U005474,2024-03-09,2024-03-16,closed,3.0
TKT002242,U005474,2024-10-21,2024-10-27,closed,3.0
TKT002243,U005485,2023-11-24,2023-11-25,closed,4.0
TKT002244,U005485,2024-12-02,2024-12-06,closed,3.0
TKT002245,U005485,2024-06-19,2024-06-23,closed,3.0
TKT002246,U005487,2022-10-23,2022-10-27,closed,5.0
TKT002247,U005487,2022-11-02,,open,
TKT002248,U005489,2022-09-23,,open,
TKT002249,U005489,2022-09-26,,open,
TKT002250,U005496,2022-06-06,2022-06-10,closed,1.0
TKT002251,U005496,2022-06-18,2022-06-22,closed,2.0
TKT002252,U005497,2022-10-04,2022-10-08,closed,1.0
TKT002253,U005497,2022-09-29,2022-10-06,closed,3.0
TKT002254,U005497,2022-10-06,2022-10-07,closed,5.0
TKT002255,U005498,2023-07-29,,open,
TKT002256,U005498,2023-07-26,2023-07-30,closed,1.0
TKT002257,U005503,2023-08-04,2023-08-11,closed,2.0
TKT002258,U005503,2024-01-05,2024-01-06,closed,5.0
TKT002259,U005503,2024-06-23,2024-06-28,closed,4.0
TKT002260,U005509,2023-08-23,2023-08-27,closed,2.0
TKT002261,U005509,2023-01-07,2023-01-09,closed,2.0
TKT002262,U005509,2024-07-10,2024-07-16,closed,3.0
TKT002263,U005510,2022-05-01,2022-05-04,closed,3.0
TKT002264,U005510,2022-05-03,2022-05-07,closed,3.0
TKT002265,U005510,2022-05-01,2022-05-06,closed,1.0
TKT002266,U005513,2022-10-15,2022-10-16,closed,3.0
TKT002267,U005513,2024-07-12,2024-07-19,closed,2.0
TKT002268,U005515,2022-12-28,2022-12-29,closed,5.0
TKT002269,U005515,2023-02-19,2023-02-20,closed,5.0
TKT002270,U005515,2022-12-26,2022-12-30,closed,1.0
TKT002271,U005525,2023-12-25,2023-12-30,closed,3.0
TKT002272,U005525,2023-11-09,2023-11-13,closed,1.0
TKT002273,U005530,2022-07-11,2022-07-18,closed,4.0
TKT002274,U005530,2022-05-30,2022-06-04,closed,4.0
TKT002275,U005530,2022-08-21,2022-08-22,closed,5.0
TKT002276,U005544,2023-09-01,2023-09-02,closed,2.0
TKT002277,U005544,2023-07-26,2023-07-28,closed,5.0
TKT002278,U005546,2022-04-09,2022-04-11,closed,1.0
TKT002279,U005549,2023-10-19,2023-10-21,closed,4.0
TKT002280,U005549,2023-11-15,2023-11-19,closed,4.0
TKT002281,U005549,2023-05-31,2023-06-02,closed,1.0
TKT002282,U005552,2023-03-12,2023-03-15,closed,1.0
TKT002283,U005552,2023-03-21,,open,
TKT002284,U005564,2022-09-18,2022-09-23,closed,4.0
TKT002285,U005564,2022-06-15,2022-06-21,closed,2.0
TKT002286,U005567,2022-11-21,2022-11-25,closed,1.0
TKT002287,U005567,2022-11-19,2022-11-26,closed,2.0
TKT002288,U005569,2023-05-29,2023-05-30,closed,3.0
TKT002289,U005571,2023-01-23,2023-01-29,closed,4.0
TKT002290,U005571,2024-03-20,2024-03-23,closed,3.0
TKT002291,U005575,2022-07-15,,open,
TKT002292,U005575,2022-07-15,,open,
TKT002293,U005575,2022-07-15,,open,
TKT002294,U005584,2022-09-01,2022-09-02,closed,5.0
TKT002295,U005584,2022-09-07,2022-09-08,closed,1.0
TKT002296,U005590,2022-05-07,,open,
TKT002297,U005590,2022-05-08,,open,
TKT002298,U005590,2022-05-07,2022-05-08,closed,2.0
TKT002299,U005597,2024-02-09,2024-02-13,closed,4.0
TKT002300,U005597,2024-10-17,2024-10-22,closed,4.0
TKT002301,U005597,2024-02-28,2024-03-01,closed,5.0
TKT002302,U005600,2023-10-25,2023-10-30,closed,1.0
TKT002303,U005609,2022-11-11,2022-11-15,closed,1.0
TKT002304,U005609,2022-11-10,2022-11-14,closed,3.0
TKT002305,U005609,2022-11-09,2022-11-11,closed,2.0
TKT002306,U005611,2023-06-04,,open,
TKT002307,U005611,2023-06-04,,open,
TKT002308,U005611,2023-06-04,,open,
TKT002309,U005612,2022-06-04,2022-06-08,closed,2.0
TKT002310,U005612,2022-06-03,2022-06-06,closed,3.0
TKT002311,U005624,2022-09-22,,open,
TKT002312,U005624,2022-09-22,,open,
TKT002313,U005624,2022-09-22,,open,
TKT002314,U005625,2022-08-13,2022-08-19,closed,5.0
TKT002315,U005625,2022-08-09,2022-08-10,closed,2.0
TKT002316,U005625,2022-07-08,2022-07-13,closed,3.0
TKT002317,U005628,2024-08-02,2024-08-03,closed,4.0
TKT002318,U005630,2023-07-14,2023-07-15,closed,4.0
TKT002319,U005630,2023-07-15,2023-07-17,closed,4.0
TKT002320,U005630,2023-07-16,2023-07-17,closed,4.0
TKT002321,U005632,2023-01-31,,open,
TKT002322,U005640,2023-10-17,2023-10-18,closed,2.0
TKT002323,U005640,2024-04-16,2024-04-23,closed,1.0
TKT002324,U005644,2022-06-04,2022-06-09,closed,4.0
TKT002325,U005644,2022-06-11,2022-06-12,closed,4.0
TKT002326,U005655,2023-06-30,2023-07-02,closed,5.0
TKT002327,U005655,2024-01-17,2024-01-23,closed,1.0
TKT002328,U005655,2023-09-18,2023-09-21,closed,5.0
TKT002329,U005658,2022-12-03,2022-12-07,closed,3.0
TKT002330,U005658,2022-11-11,2022-11-14,closed,4.0
TKT002331,U005661,2024-12-01,2024-12-04,closed,1.0
TKT002332,U005661,2023-11-23,2023-11-25,closed,4.0
TKT002333,U005661,2023-12-29,2024-01-01,closed,2.0
TKT002334,U005683,2022-12-23,2022-12-29,closed,1.0
TKT002335,U005683,2023-02-07,2023-02-13,closed,4.0
TKT002336,U005683,2022-10-02,2022-10-04,closed,4.0
TKT002337,U005689,2022-03-11,,open,
TKT002338,U005689,2022-03-03,2022-03-06,closed,1.0
TKT002339,U005689,2022-02-26,2022-03-04,closed,1.0
TKT002340,U005696,2022-07-03,,open,
TKT002341,U005704,2023-02-24,2023-03-02,closed,5.0
TKT002342,U005704,2023-09-18,2023-09-20,closed,2.0
TKT002343,U005705,2024-03-01,2024-03-08,closed,1.0
TKT002344,U005705,2024-06-21,2024-06-26,closed,4.0
TKT002345,U005714,2023-03-18,2023-03-19,closed,4.0
TKT002346,U005727,2022-12-04,2022-12-08,closed,4.0
TKT002347,U005729,2024-06-15,2024-06-22,closed,1.0
TKT002348,U005729,2023-08-07,2023-08-08,closed,5.0
TKT002349,U005729,2023-10-08,2023-10-09,closed,4.0
TKT002350,U005743,2022-05-25,,open,
TKT002351,U005743,2022-05-26,,open,
TKT002352,U005744,2022-07-14,2022-07-15,closed,5.0
TKT002353,U005744,2023-02-14,2023-02-16,closed,5.0
TKT002354,U005747,2022-10-22,,open,
TKT002355,U005752,2022-03-23,2022-03-25,closed,5.0
TKT002356,U005752,2022-03-30,2022-04-02,closed,1.0
TKT002357,U005753,2024-10-01,2024-10-06,closed,3.0
TKT002358,U005753,2022-06-11,2022-06-13,closed,3.0
TKT002359,U005755,2024-07-05,2024-07-11,closed,3.0
TKT002360,U005756,2022-09-21,2022-09-26,closed,2.0
TKT002361,U005756,2024-02-22,2024-02-24,closed,3.0
TKT002362,U005764,2023-09-06,2023-09-13,closed,2.0
TKT002363,U005764,2023-09-25,2023-09-26,closed,5.0
TKT002364,U005767,2022-08-29,2022-08-31,closed,3.0
TKT002365,U005770,2023-01-30,2023-01-31,closed,2.0
TKT002366,U005770,2023-03-07,2023-03-11,closed,2.0
TKT002367,U005770,2023-02-27,2023-03-03,closed,3.0
TKT002368,U005772,2024-01-13,2024-01-17,closed,2.0
TKT002369,U005777,2023-01-25,,open,
TKT002370,U005777,2023-01-24,2023-01-25,closed,1.0
TKT002371,U005777,2023-01-24,,open,
TKT002372,U005778,2022-03-01,2022-03-08,closed,4.0
TKT002373,U005778,2022-01-31,2022-02-03,closed,1.0
TKT002374,U005779,2023-09-21,2023-09-23,closed,3.0
TKT002375,U005779,2023-10-24,2023-10-31,closed,3.0
TKT002376,U005779,2023-12-14,2023-12-18,closed,4.0
TKT002377,U005782,2022-12-17,2022-12-23,closed,3.0
TKT002378,U005782,2024-06-13,2024-06-15,closed,4.0
TKT002379,U005782,2023-01-18,2023-01-20,closed,3.0
TKT002380,U005785,2022-04-26,,open,
TKT002381,U005785,2022-04-25,,open,
TKT002382,U005785,2022-04-26,,open,
TKT002383,U005790,2022-08-02,2022-08-04,closed,4.0
TKT002384,U005790,2022-10-25,2022-10-27,closed,5.0
TKT002385,U005794,2023-05-22,2023-05-23,closed,3.0
TKT002386,U005798,2022-07-14,,open,
TKT002387,U005798,2022-07-14,,open,
TKT002388,U005801,2022-12-26,2022-12-27,closed,5.0
TKT002389,U005801,2024-08-28,2024-09-02,closed,3.0
TKT002390,U005801,2023-09-03,2023-09-10,closed,3.0
TKT002391,U005803,2022-12-19,,open,
TKT002392,U005808,2023-12-16,,open,
TKT002393,U005816,2024-01-21,2024-01-23,closed,3.0
TKT002394,U005816,2024-10-25,2024-10-29,closed,1.0
TKT002395,U005818,2023-04-29,2023-05-05,closed,5.0
TKT002396,U005822,2024-05-19,2024-05-23,closed,4.0
TKT002397,U005822,2023-12-19,2023-12-25,closed,3.0
TKT002398,U005822,2023-09-21,2023-09-26,closed,1.0
TKT002399,U005826,2022-10-16,2022-10-20,closed,1.0
TKT002400,U005826,2022-09-08,2022-09-12,closed,4.0
TKT002401,U005829,2024-05-19,2024-05-22,closed,2.0
TKT002402,U005829,2024-01-22,2024-01-23,closed,3.0
TKT002403,U005829,2024-01-31,2024-02-06,closed,1.0
TKT002404,U005830,2022-12-16,2022-12-21,closed,1.0
TKT002405,U005830,2023-01-01,2023-01-05,closed,4.0
TKT002406,U005830,2023-01-18,2023-01-22,closed,5.0
TKT002407,U005834,2023-08-09,,open,
TKT002408,U005843,2024-06-19,2024-06-22,closed,2.0
TKT002409,U005843,2022-10-17,2022-10-23,closed,1.0
TKT002410,U005853,2024-10-31,2024-11-04,closed,1.0
TKT002411,U005855,2022-09-22,,open,
TKT002412,U005855,2022-09-24,,open,
TKT002413,U005867,2022-06-26,,open,
TKT002414,U005867,2022-06-26,,open,
TKT002415,U005875,2023-11-15,2023-11-19,closed,3.0
TKT002416,U005876,2023-08-08,2023-08-13,closed,3.0
TKT002417,U005876,2022-11-23,2022-11-24,closed,2.0
TKT002418,U005878,2022-03-12,,open,
TKT002419,U005879,2024-03-01,2024-03-05,closed,1.0
TKT002420,U005880,2022-11-30,2022-12-04,closed,3.0
TKT002421,U005880,2022-11-21,2022-11-25,closed,1.0
TKT002422,U005880,2022-10-27,2022-10-30,closed,1.0
TKT002423,U005884,2024-05-06,2024-05-09,closed,3.0
TKT002424,U005893,2022-05-19,2022-05-21,closed,2.0
TKT002425,U005893,2022-05-27,2022-05-29,closed,1.0
TKT002426,U005893,2022-05-25,2022-05-29,closed,2.0
TKT002427,U005894,2023-03-12,,open,
TKT002428,U005898,2024-04-16,2024-04-23,closed,2.0
TKT002429,U005898,2024-01-12,2024-01-13,closed,3.0
TKT002430,U005899,2023-02-22,2023-02-24,closed,4.0
TKT002431,U005899,2023-02-16,2023-02-17,closed,5.0
TKT002432,U005904,2022-03-24,2022-03-27,closed,4.0
TKT002433,U005904,2022-03-19,2022-03-20,closed,5.0
TKT002434,U005915,2023-07-04,,open,
TKT002435,U005915,2023-07-01,,open,
TKT002436,U005915,2023-07-03,2023-07-04,closed,4.0
TKT002437,U005921,2022-09-07,2022-09-08,closed,5.0
TKT002438,U005921,2022-10-27,,open,
TKT002439,U005923,2022-02-11,,open,
TKT002440,U005923,2022-02-11,2022-02-14,closed,5.0
TKT002441,U005923,2022-02-14,,open,
TKT002442,U005925,2023-05-21,2023-05-27,closed,1.0
TKT002443,U005925,2024-11-25,2024-12-01,closed,1.0
TKT002444,U005929,2024-01-20,2024-01-26,closed,4.0
TKT002445,U005929,2023-10-02,2023-10-07,closed,3.0
TKT002446,U005929,2022-06-16,2022-06-21,closed,1.0
TKT002447,U005935,2023-04-30,2023-05-04,closed,2.0
TKT002448,U005935,2024-03-15,2024-03-20,closed,3.0
TKT002449,U005935,2024-05-21,2024-05-28,closed,5.0
TKT002450,U005941,2023-01-29,,open,
TKT002451,U005941,2023-01-16,2023-01-18,closed,1.0
TKT002452,U005953,2023-09-04,2023-09-05,closed,3.0
TKT002453,U005954,2023-01-01,,open,
TKT002454,U005954,2022-12-30,,open,
TKT002455,U005954,2022-12-29,,open,
TKT002456,U005957,2023-02-26,2023-02-27,closed,1.0
TKT002457,U005958,2022-05-09,,open,
TKT002458,U005958,2022-05-10,,open,
TKT002459,U005963,2023-04-08,2023-04-15,closed,4.0
TKT002460,U005963,2023-05-18,2023-05-19,closed,1.0
TKT002461,U005963,2023-06-24,2023-06-28,closed,3.0
TKT002462,U005967,2022-11-27,2022-11-29,closed,4.0
TKT002463,U005970,2023-03-29,2023-04-04,closed,3.0
TKT002464,U005984,2022-06-16,,open,
TKT002465,U005984,2022-06-17,,open,
TKT002466,U005993,2022-08-18,2022-08-24,closed,5.0
TKT002467,U005993,2022-08-09,2022-08-15,closed,1.0
TKT002468,U005995,2024-03-14,2024-03-16,closed,5.0
TKT002469,U005997,2024-03-17,2024-03-23,closed,2.0
TKT002470,U005997,2024-09-24,2024-10-01,closed,3.0
TKT002471,U005997,2023-07-20,2023-07-27,closed,3.0
TKT002472,U006003,2024-04-17,2024-04-24,closed,4.0
TKT002473,U006003,2024-11-03,2024-11-06,closed,5.0
TKT002474,U006006,2023-08-24,2023-08-27,closed,4.0
TKT002475,U006021,2024-11-11,2024-11-12,closed,3.0
TKT002476,U006023,2022-09-06,2022-09-07,closed,4.0
TKT002477,U006023,2022-09-07,2022-09-09,closed,3.0
TKT002478,U006024,2023-03-19,2023-03-25,closed,1.0
TKT002479,U006026,2023-02-26,2023-03-01,closed,4.0
TKT002480,U006026,2023-02-27,2023-03-02,closed,5.0
TKT002481,U006026,2023-03-06,2023-03-12,closed,3.0
TKT002482,U006032,2022-05-01,,open,
TKT002483,U006032,2022-04-28,2022-04-30,closed,4.0
TKT002484,U006032,2022-04-27,2022-05-01,closed,2.0
TKT002485,U006041,2022-07-30,,open,
TKT002486,U006041,2022-07-21,2022-07-23,closed,2.0
TKT002487,U006043,2023-02-01,2023-02-05,closed,4.0
TKT002488,U006051,2022-09-01,,open,
TKT002489,U006051,2022-09-02,,open,
TKT002490,U006059,2023-06-10,2023-06-15,closed,2.0
TKT002491,U006059,2023-06-24,2023-06-29,closed,2.0
TKT002492,U006062,2024-07-11,2024-07-16,closed,3.0
TKT002493,U006062,2023-08-06,2023-08-09,closed,5.0
TKT002494,U006062,2024-07-26,2024-08-02,closed,4.0
TKT002495,U006064,2022-04-29,2022-05-01,closed,3.0
TKT002496,U006064,2022-04-30,,open,
TKT002497,U006070,2023-07-05,2023-07-09,closed,1.0
TKT002498,U006070,2024-12-06,2024-12-09,closed,3.0
TKT002499,U006070,2023-12-12,2023-12-15,closed,1.0
TKT002500,U006074,2023-03-08,,open,
TKT002501,U006082,2024-08-17,2024-08-22,closed,4.0
TKT002502,U006082,2024-01-23,2024-01-28,closed,3.0
TKT002503,U006082,2024-09-05,2024-09-09,closed,5.0
TKT002504,U006084,2022-05-22,,open,
TKT002505,U006084,2022-05-22,,open,
TKT002506,U006088,2022-04-28,2022-05-02,closed,3.0
TKT002507,U006091,2022-04-13,2022-04-15,closed,3.0
TKT002508,U006096,2024-02-05,2024-02-10,closed,1.0
TKT002509,U006105,2023-08-13,2023-08-20,closed,4.0
TKT002510,U006110,2024-02-16,2024-02-23,closed,5.0
TKT002511,U006113,2022-09-28,2022-10-02,closed,3.0
TKT002512,U006113,2022-10-16,2022-10-19,closed,5.0
TKT002513,U006117,2023-03-06,2023-03-07,closed,2.0
TKT002514,U006121,2023-10-28,2023-10-30,closed,3.0
TKT002515,U006121,2023-01-22,2023-01-26,closed,1.0
TKT002516,U006129,2023-10-14,,open,
TKT002517,U006129,2023-10-13,,open,
TKT002518,U006129,2023-10-16,,open,
TKT002519,U006134,2024-04-16,2024-04-19,closed,5.0
TKT002520,U006134,2022-11-10,2022-11-15,closed,4.0
TKT002521,U006138,2023-05-08,2023-05-14,closed,2.0
TKT002522,U006141,2023-06-17,,open,
TKT002523,U006148,2023-07-04,2023-07-11,closed,2.0
TKT002524,U006149,2022-12-25,,open,
TKT002525,U006149,2022-12-25,2022-12-26,closed,4.0
TKT002526,U006149,2022-12-26,,open,
TKT002527,U006156,2023-02-10,2023-02-11,closed,4.0
TKT002528,U006156,2023-01-30,2023-01-31,closed,3.0
TKT002529,U006158,2022-03-11,2022-03-13,closed,3.0
TKT002530,U006158,2022-03-19,2022-03-24,closed,1.0
TKT002531,U006158,2022-03-11,2022-03-14,closed,5.0
TKT002532,U006160,2022-07-02,2022-07-08,closed,3.0
TKT002533,U006160,2022-07-08,,open,
TKT002534,U006162,2023-01-12,,open,
TKT002535,U006163,2024-10-20,2024-10-21,closed,3.0
TKT002536,U006163,2024-09-15,2024-09-17,closed,1.0
TKT002537,U006163,2023-06-05,2023-06-10,closed,4.0
TKT002538,U006165,2023-11-23,2023-11-24,closed,5.0
TKT002539,U006165,2024-06-19,2024-06-25,closed,2.0
TKT002540,U006168,2024-03-28,2024-04-02,closed,1.0
TKT002541,U006173,2024-05-15,2024-05-20,closed,5.0
TKT002542,U006175,2023-02-12,,open,
TKT002543,U006175,2023-02-07,2023-02-12,closed,1.0
TKT002544,U006185,2024-11-21,2024-11-24,closed,3.0
TKT002545,U006186,2023-07-02,2023-07-07,closed,4.0
TKT002546,U006186,2024-05-24,2024-05-31,closed,3.0
TKT002547,U006188,2024-07-18,2024-07-24,closed,2.0
TKT002548,U006188,2024-02-06,2024-02-07,closed,2.0
TKT002549,U006188,2024-01-08,2024-01-11,closed,5.0
TKT002550,U006189,2024-12-05,2024-12-12,closed,5.0
TKT002551,U006189,2023-12-09,2023-12-15,closed,1.0
TKT002552,U006190,2024-10-31,2024-11-01,closed,4.0
TKT002553,U006195,2022-12-30,2023-01-04,closed,3.0
TKT002554,U006195,2022-12-30,2023-01-02,closed,3.0
TKT002555,U006195,2022-12-16,2022-12-21,closed,5.0
TKT002556,U006199,2023-07-24,2023-07-27,closed,1.0
TKT002557,U006199,2023-07-13,2023-07-20,closed,3.0
TKT002558,U006199,2023-02-14,2023-02-15,closed,5.0
TKT002559,U006216,2022-04-30,2022-05-01,closed,1.0
TKT002560,U006216,2022-04-28,,open,
TKT002561,U006216,2022-05-01,,open,
TKT002562,U006221,2023-05-15,2023-05-20,closed,3.0
TKT002563,U006223,2023-04-05,2023-04-08,closed,3.0
TKT002564,U006223,2024-02-22,2024-02-29,closed,2.0
TKT002565,U006226,2023-06-11,,open,
TKT002566,U006226,2023-06-11,,open,
TKT002567,U006236,2023-03-30,2023-04-04,closed,4.0
TKT002568,U006238,2024-05-03,2024-05-07,closed,2.0
TKT002569,U006239,2023-01-20,2023-01-22,closed,4.0
TKT002570,U006242,2022-06-23,,open,
TKT002571,U006248,2023-04-18,2023-04-25,closed,5.0
TKT002572,U006271,2022-10-09,2022-10-16,closed,4.0
TKT002573,U006272,2023-12-18,2023-12-21,closed,4.0
TKT002574,U006273,2022-11-17,2022-11-20,closed,1.0
TKT002575,U006282,2024-02-20,2024-02-27,closed,5.0
TKT002576,U006282,2023-08-15,2023-08-19,closed,5.0
TKT002577,U006282,2024-04-01,2024-04-05,closed,4.0
TKT002578,U006284,2024-12-10,,open,
TKT002579,U006284,2024-07-23,2024-07-27,closed,5.0
TKT002580,U006284,2024-07-25,2024-07-27,closed,2.0
TKT002581,U006288,2022-04-30,2022-05-05,closed,4.0
TKT002582,U006288,2022-05-01,2022-05-06,closed,3.0
TKT002583,U006288,2022-05-07,2022-05-12,closed,5.0
TKT002584,U006290,2024-07-09,2024-07-16,closed,5.0
TKT002585,U006290,2022-10-07,2022-10-14,closed,1.0
TKT002586,U006290,2024-10-20,2024-10-21,closed,3.0
TKT002587,U006292,2022-08-13,2022-08-14,closed,1.0
TKT002588,U006292,2022-08-23,2022-08-28,closed,1.0
TKT002589,U006302,2023-01-23,2023-01-30,closed,4.0
TKT002590,U006305,2023-05-30,2023-06-05,closed,1.0
TKT002591,U006310,2023-02-03,2023-02-08,closed,4.0
TKT002592,U006310,2023-02-11,2023-02-14,closed,3.0
TKT002593,U006315,2024-08-12,2024-08-16,closed,5.0
TKT002594,U006315,2023-12-25,2023-12-29,closed,1.0
TKT002595,U006326,2024-09-01,2024-09-07,closed,5.0
TKT002596,U006331,2022-05-17,,open,
TKT002597,U006331,2022-05-18,,open,
TKT002598,U006340,2022-11-23,2022-11-26,closed,4.0
TKT002599,U006340,2022-11-18,2022-11-23,closed,1.0
TKT002600,U006340,2022-12-04,,open,
TKT002601,U006345,2023-05-25,2023-05-27,closed,4.0
TKT002602,U006345,2023-06-13,,open,
TKT002603,U006345,2023-05-23,2023-05-26,closed,2.0
TKT002604,U006349,2023-10-25,,open,
TKT002605,U006349,2023-10-24,,open,
TKT002606,U006357,2022-04-14,2022-04-15,closed,1.0
TKT002607,U006357,2022-04-08,2022-04-09,closed,3.0
TKT002608,U006363,2023-09-03,2023-09-06,closed,4.0
TKT002609,U006368,2023-06-01,2023-06-02,closed,1.0
TKT002610,U006368,2023-05-27,2023-05-28,closed,5.0
TKT002611,U006368,2023-05-28,2023-06-01,closed,3.0
TKT002612,U006371,2022-11-07,2022-11-10,closed,3.0
TKT002613,U006371,2024-02-01,2024-02-05,closed,1.0
TKT002614,U006382,2022-05-15,,open,
